Cód Insumo Representativo,Cód insumo,Descrição do Insumo,Unidade de  Cálculo,COEFICIENTE,CATEGORIA,MACRO CLASSE,VíNCULO
4274,38060,"BASE PARA MASTRO DE PARA-RAIOS DIAMETRO NOMINAL 1 1/2""",UN,"0,6684885",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4274,38061,"SINALIZADOR NOTURNO SIMPLES PARA PARA-RAIOS, SEM RELE FOTOELETRICO",UN,"0,5403074",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4299,1607,"CONJUNTO ARRUELAS DE VEDACAO 5/16"" PARA TELHA FIBROCIMENTO (UMA ARRUELA METALICA E UMA ARRUELA PVC - CONICAS)",CJ,"0,1904762",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4299,4299,"PARAFUSO ZINCADO ROSCA SOBERBA, CABECA SEXTAVADA, 5/16 "" X 110 MM, PARA FIXACAO DE TELHA EM MADEIRA",UN,,REPRESENTATIVO,MATERIAL,NACIONAL CAIXA
4299,4300,"PARAFUSO ZINCADO ROSCA SOBERBA, CABECA SEXTAVADA, 5/16 "" X 50 MM, PARA FIXACAO DE TELHA EM MADEIRA",UN,"0,6825397",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4299,4301,"PARAFUSO ZINCADO ROSCA SOBERBA, CABECA SEXTAVADA, 5/16 "" X 85 MM, PARA FIXACAO DE TELHA EM MADEIRA",UN,"0,8333333",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4299,4302,"PARAFUSO ZINCADO ROSCA SOBERBA, CABECA SEXTAVADA, 5/16 "" X 250 MM, PARA FIXACAO DE TELHA EM MADEIRA",UN,"2,8571429",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4299,4304,"PARAFUSO ZINCADO ROSCA SOBERBA, CABECA SEXTAVADA, 5/16 "" X 150 MM, PARA FIXACAO DE TELHA EM MADEIRA",UN,"1,3650794",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4299,4305,"PARAFUSO ZINCADO ROSCA SOBERBA, CABECA SEXTAVADA, 5/16 "" X 180 MM, PARA FIXACAO DE TELHA EM MADEIRA",UN,"1,5873016",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4299,4306,"PARAFUSO ZINCADO ROSCA SOBERBA, CABECA SEXTAVADA, 5/16 "" X 200 MM, PARA FIXACAO DE TELHA EM MADEIRA",UN,"1,8412698",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4299,4307,"PLACA DE VENTILACAO PARA TELHA DE FIBROCIMENTO, CANALETE 90 OU KALHETAO",UN,"9,3650794",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4299,4308,"PARAFUSO ZINCADO ROSCA SOBERBA, CABECA SEXTAVADA, 5/16 "" X 230 MM, PARA FIXACAO DE TELHA EM MADEIRA",UN,"3,8095238",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4299,4309,PLACA DE VENTILACAO PARA TELHA DE FIBROCIMENTO CANALETE 49 KALHETA,UN,"5,4761905",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4299,4310,"FIXADOR DE ABA AUTOTRAVANTE PARA TELHA DE FIBROCIMENTO, TIPO CANALETE 90 OU KALHETAO",UN,"2,2539683",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4299,4311,"FIXADOR DE ABA SIMPLES PARA TELHA DE FIBROCIMENTO, TIPO CANALETA 49 OU KALHETA",UN,"1,5873016",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4299,4312,"FIXADOR DE ABA SIMPLES PARA TELHA DE FIBROCIMENTO, TIPO CANALETA 90 OU KALHETAO",UN,"2,2222222",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4299,4313,"HASTE RETA PARA GANCHO DE FERRO GALVANIZADO, COM ROSCA 5/16"" X 35 CM PARA FIXACAO DE TELHA DE FIBROCIMENTO, INCLUI PORCA E ARRUELAS DE VEDACAO",CJ,"2,0476190",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4299,4314,"HASTE RETA PARA GANCHO DE FERRO GALVANIZADO, COM ROSCA 5/16"" X 45 CM PARA FIXACAO DE TELHA DE FIBROCIMENTO, INCLUI PORCA E ARRUELAS DE VEDACAO",CJ,"2,7301587",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4299,4315,"GANCHO CHATO EM FERRO GALVANIZADO,  L = 110 MM, RECOBRIMENTO = 100MM, SECAO 1/8 X 1/2"" (3 MM X 12 MM), PARA FIXAR TELHA DE FIBROCIMENTO ONDULADA",UN,"1,6349206",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4299,4316,"HASTE RETA PARA GANCHO DE FERRO GALVANIZADO, COM ROSCA 1/4 "" X 40 CM PARA FIXACAO DE TELHA DE FIBROCIMENTO, INCLUI PORCA SEXTAVADA DE  ZINCO",UN,"1,4285714",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4299,4317,"HASTE RETA PARA GANCHO DE FERRO GALVANIZADO, COM ROSCA 5/16"" X 40 CM PARA FIXACAO DE TELHA DE FIBROCIMENTO, INCLUI PORCA SEXTAVADA DE  ZINCO",UN,"2,3333333",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4299,4318,"PARAFUSO ZINCADO 5/16 "" X 85 MM PARA FIXACAO DE TELHA DE FIBROCIMENTO CANALETE 90, INCLUI BUCHA NYLON S-10",UN,"1,2301587",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4299,4319,AFASTADOR PARA TELHA DE FIBROCIMENTO CANALETE 90 OU KALHETAO,UN,"1,2857143",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4299,4320,"PARAFUSO ZINCADO 5/16 "" X 250 MM PARA FIXACAO DE TELHA DE FIBROCIMENTO CANALETE 49, INCLUI BUCHA NYLON S-10",UN,"2,5238095",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4299,4380,"PARAFUSO ZINCADO ROSCA SOBERBA 5/16 "" X 120 MM PARA TELHA FIBROCIMENTO",UN,"1,0634921",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4299,11029,"HASTE RETA PARA GANCHO DE FERRO GALVANIZADO, COM ROSCA 1/4 "" X 30 CM PARA FIXACAO DE TELHA METALICA, INCLUI PORCA E ARRUELAS DE VEDACAO",CJ,"1,4126984",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4299,11032,"GRAMPO U DE 5/8 "" N8 EM FERRO GALVANIZADO",UN,"9,2063492",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4299,11033,SUPORTE PARA CALHA DE 150 MM EM FERRO GALVANIZADO,UN,"5,2380952",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4299,11054,"PARAFUSO ROSCA SOBERBA ZINCADO CABECA CHATA FENDA SIMPLES 3,2 X 20 MM (3/4 "")",UN,"0,0357937",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4299,11055,"PARAFUSO ROSCA SOBERBA ZINCADO CABECA CHATA FENDA SIMPLES 3,5 X 25 MM (1 "")",UN,"0,0583333",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4299,11056,"PARAFUSO ROSCA SOBERBA ZINCADO CABECA CHATA FENDA SIMPLES 3,8 X 30 MM (1.1/4 "")",UN,"0,0634921",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4299,11057,"PARAFUSO ROSCA SOBERBA ZINCADO CABECA CHATA FENDA SIMPLES 4,8 X 40 MM (1.1/2 "")",UN,"0,1269841",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4299,11058,"PARAFUSO ROSCA SOBERBA ZINCADO CABECA CHATA FENDA SIMPLES 5,5 X 65 MM (2.1/2 "")",UN,"0,3174603",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4299,11059,"PARAFUSO ROSCA SOBERBA ZINCADO CABECA CHATA FENDA SIMPLES 5,5 X 50 MM (2 "")",UN,"0,2460317",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4299,11060,"TIRANTE EM FERRO GALVANIZADO PARA CONTRAVENTAMENTO DE TELHA CANALETE 90, 1/4 "" X 400 MM",UN,"31,0317460",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4299,11091,PINGADEIRA PLASTICA PARA TELHA DE FIBROCIMENTO CANALETE 49/KALHETA OU CANALETE 90/KALHETAO,UN,"1,2222222",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4299,21142,"ESTRIBO COM PARAFUSO EM CHAPA DE FERRO FUNDIDO DE 2"" X 3/16"" X 35 CM, SECAO ""U"", PARA MADEIRAMENTO DE TELHADO",UN,"23,5714286",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,4329,"PARAFUSO EM ACO GALVANIZADO, TIPO MAQUINA, SEXTAVADO, SEM PORCA, DIAMETRO 1/2"", COMPRIMENTO 2""",UN,,REPRESENTATIVO,MATERIAL,NACIONAL CAIXA
4329,4330,"PORCA ZINCADA, SEXTAVADA, DIAMETRO 5/16""",UN,"0,0695652",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,4331,"PARAFUSO ZINCADO, SEXTAVADO, COM ROSCA INTEIRA, DIAMETRO 5/8"", COMPRIMENTO 2 1/4""",UN,"1,8956522",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,4332,"PARAFUSO ZINCADO, SEXTAVADO, COM ROSCA INTEIRA, DIAMETRO 3/8"", COMPRIMENTO 2""",UN,"0,5043478",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,4333,"PARAFUSO DE LATAO COM ROSCA SOBERBA, CABECA CHATA E FENDA SIMPLES, DIAMETRO 3,2 MM, COMPRIMENTO 16 MM",UN,"0,1217391",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,4334,"PARAFUSO FRANCES ZINCADO, DIAMETRO 1/2"", COMPRIMENTO 15"", COM PORCA E ARRUELA LISA MEDIA",UN,"8,7304348",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,4335,"PARAFUSO FRANCES ZINCADO, DIAMETRO 1/2"", COMPRIMENTO 12"", COM PORCA E ARRUELA LISA MEDIA",UN,"6,3652174",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,4336,"PARAFUSO ZINCADO, SEXTAVADO, COM ROSCA INTEIRA, DIAMETRO 5/8"", COMPRIMENTO 3"", COM PORCA E ARRUELA DE PRESSAO MEDIA",UN,"2,4260870",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,4337,"PORCA ZINCADA, QUADRADA, DIAMETRO 5/8""",UN,"1,1826087",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,4339,"PORCA ZINCADA, SEXTAVADA, DIAMETRO 1/2""",UN,"0,2521739",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,4340,"PORCA ZINCADA, SEXTAVADA, DIAMETRO 5/8""",UN,"0,5478261",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,4341,"PORCA ZINCADA, QUADRADA, DIAMETRO 3/8""",UN,"0,4695652",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,4342,"PORCA ZINCADA, SEXTAVADA, DIAMETRO 3/8""",UN,"0,1043478",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,4343,"PARAFUSO FRANCES ZINCADO, DIAMETRO 1/2"", COMPRIMENTO 4"", COM PORCA E ARRUELA",UN,"2,1478261",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,4344,"PARAFUSO FRANCES METRICO ZINCADO, DIAMETRO 12 MM, COMPRIMENTO 150 MM, COM PORCA SEXTAVADA E ARRUELA DE PRESSAO MEDIA",UN,"9,4782609",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,4346,"PARAFUSO DE FERRO POLIDO, SEXTAVADO, COM ROSCA PARCIAL, DIAMETRO 5/8"", COMPRIMENTO 6"", COM PORCA E ARRUELA DE PRESSAO MEDIA",UN,"4,6869565",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,4350,"BUCHA DE NYLON, DIAMETRO DO FURO 8 MM, COMPRIMENTO 40 MM, COM PARAFUSO DE ROSCA SOBERBA, CABECA CHATA, FENDA SIMPLES, 4,8 X 50 MM",UN,"0,2956522",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,4351,"PARAFUSO NIQUELADO 3 1/2"" COM ACABAMENTO CROMADO PARA FIXAR PECA SANITARIA, INCLUI PORCA CEGA, ARRUELA E BUCHA DE NYLON TAMANHO S-8",UN,"7,7043478",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,4354,"PARAFUSO ZINCADO, SEXTAVADO, GRAU 5, ROSCA INTEIRA, DIAMETRO 1 1/2"", COMPRIMENTO 4""",UN,"21,7391304",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,4356,"PARAFUSO DE ACO ZINCADO COM ROSCA SOBERBA, CABECA CHATA E FENDA SIMPLES, DIAMETRO 4,8 MM, COMPRIMENTO 45 MM",UN,"0,1217391",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,4358,"PARAFUSO DE LATAO COM ROSCA SOBERBA, CABECA CHATA E FENDA SIMPLES, DIAMETRO 4,8 MM, COMPRIMENTO 65 MM",UN,"0,9391304",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,4377,"PARAFUSO DE ACO ZINCADO COM ROSCA SOBERBA, CABECA CHATA E FENDA SIMPLES, DIAMETRO 4,2 MM, COMPRIMENTO * 32 * MM",UN,"0,0869565",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,4379,"PARAFUSO DE ACO ZINCADO COM ROSCA SOBERBA, CABECA CHATA E FENDA SIMPLES, DIAMETRO 2,5 MM, COMPRIMENTO * 9,5 * MM",UN,"0,0241739",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,4382,"PARAFUSO ZINCADO, SEXTAVADO, COM ROSCA SOBERBA, DIAMETRO 5/16"", COMPRIMENTO 80 MM",UN,"0,5217391",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,4383,"PARAFUSO FRANCES METRICO ZINCADO, DIAMETRO 12 MM, COMPRIMENTO 140MM, COM PORCA SEXTAVADA E ARRUELA DE PRESSAO MEDIA",UN,"9,0434783",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,4384,"PARAFUSO NIQUELADO COM ACABAMENTO CROMADO PARA FIXAR PECA SANITARIA, INCLUI PORCA CEGA, ARRUELA E BUCHA DE NYLON TAMANHO S-10",UN,"10,3913043",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,11270,"ABRACADEIRA DE LATAO PARA FIXACAO DE CABO PARA-RAIO, DIMENSOES 32 X 24 X 24 MM",UN,"1,2000000",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,11927,"ABRACADEIRA, GALVANIZADA/ZINCADA, ROSCA SEM FIM, PARAFUSO INOX, LARGURA  FITA *12,6 A *14 MM, D = 2"" A 2 1/2""",UN,"3,5826087",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,11928,"ABRACADEIRA, GALVANIZADA/ZINCADA, ROSCA SEM FIM, PARAFUSO INOX, LARGURA  FITA *12,6 A *14 MM, D = 3"" A 3 3/4""",UN,"4,1043478",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,11929,"ABRACADEIRA, GALVANIZADA/ZINCADA, ROSCA SEM FIM, PARAFUSO INOX, LARGURA  FITA *12,6 A *14 MM, D = 4"" A 4 3/4""",UN,"6,3478261",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,11948,"PARAFUSO ZINCADO, SEXTAVADO, COM ROSCA SOBERBA, DIAMETRO 5/16"", COMPRIMENTO 40 MM",UN,"0,3130435",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,11953,"PARAFUSO FRANCES ZINCADO, DIAMETRO 1/2'', COMPRIMENTO 2'', COM PORCA E ARRUELA",UN,"1,5043478",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,11955,"PARAFUSO DE LATAO COM ACABAMENTO CROMADO PARA FIXAR PECA SANITARIA, INCLUI PORCA CEGA, ARRUELA E BUCHA DE NYLON TAMANHO S-10",UN,"2,0521739",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,11960,"PARAFUSO DE LATAO COM ROSCA SOBERBA, CABECA CHATA E FENDA SIMPLES, DIAMETRO 2,5 MM, COMPRIMENTO 12 MM",UN,"0,0695652",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,11962,"PARAFUSO ZINCADO, SEXTAVADO, COM ROSCA INTEIRA, DIAMETRO 1/4"", COMPRIMENTO 1/2""",UN,"0,1043478",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,11963,"PARAFUSO DE ACO TIPO CHUMBADOR PARABOLT, DIAMETRO 1/2"", COMPRIMENTO 75 MM",UN,"4,3739130",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,11964,"PARAFUSO DE ACO TIPO CHUMBADOR PARABOLT, DIAMETRO 3/8"", COMPRIMENTO 75 MM",UN,"1,1043478",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,11971,"PORCA ZINCADA, SEXTAVADA, DIAMETRO 1""",UN,"1,9565217",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,11975,"CHUMBADOR DE ACO, DIAMETRO 5/8"", COMPRIMENTO 6"", COM PORCA",UN,"10,8608696",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,11976,"CHUMBADOR, DIAMETRO 1/4"" COM PARAFUSO 1/4"" X 40 MM",UN,"0,5565217",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,11977,"CHUMBADOR DE ACO, DIAMETRO 1/2"", COMPRIMENTO 75 MM",UN,"4,9565217",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,13246,"PARAFUSO DE FERRO POLIDO, SEXTAVADO, COM ROSCA INTEIRA, DIAMETRO 5/16"", COMPRIMENTO 3/4"", COM PORCA E ARRUELA LISA LEVE",UN,"0,2086957",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,13279,"CHUMBADOR DE ACO TIPO PARABOLT, * 5/8"" X 200* MM,  COM PORCA E ARRUELA",KG,"9,5652174",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,13294,"PARAFUSO ZINCADO, SEXTAVADO, COM ROSCA SOBERBA, DIAMETRO 3/8"", COMPRIMENTO 80 MM",UN,"0,6956522",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,13343,"KIT DE MATERIAIS PARA BRACADEIRA PARA FIXACAO EM POSTE CIRCULAR, CONTEM TRES FIXADORES E UM ROLO DE FITA DE 3 M EM ACO CARBONO",UN,"20,6086957",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,14211,"CONTRA-PORCA SEXTAVADA, DIAMETRO NOMINAL 1 3/8"", ALTURA 35 MM",UN,"20,6956522",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,39435,"PARAFUSO DRY WALL, EM ACO FOSFATIZADO, CABECA TROMBETA E PONTA AGULHA (TA), COMPRIMENTO 25 MM",UN,"0,0486413",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,39436,"PARAFUSO DRY WALL, EM ACO FOSFATIZADO, CABECA TROMBETA E PONTA AGULHA (TA), COMPRIMENTO 35 MM",UN,"0,0816304",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,39437,"PARAFUSO DRY WALL, EM ACO FOSFATIZADO, CABECA TROMBETA E PONTA AGULHA (TA), COMPRIMENTO 45 MM",UN,"0,1067174",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,39438,"PARAFUSO CABECA TROMBETA E PONTA AGULHA (GN55), COMPRIMENTO 55 MM, EM ACO FOSFATIZADO, PARA FIXAR CHAPA DE GESSO EM PERFIL DRYWALL METALICO MAXIMO 0,7 MM",UN,"0,1213043",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,39439,"PARAFUSO DRY WALL, EM ACO FOSFATIZADO, CABECA TROMBETA E PONTA BROCA (TB), COMPRIMENTO 25 MM",UN,"0,0732609",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,39440,"PARAFUSO DRY WALL, EM ACO FOSFATIZADO, CABECA TROMBETA E PONTA BROCA (TB), COMPRIMENTO 35 MM",UN,"0,0944783",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,39441,"PARAFUSO DRY WALL, EM ACO FOSFATIZADO, CABECA TROMBETA E PONTA BROCA (TB), COMPRIMENTO 45 MM",UN,"0,1190870",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,39442,"PARAFUSO DRY WALL, EM ACO ZINCADO, CABECA LENTILHA E PONTA AGULHA (LA), LARGURA 4,2 MM, COMPRIMENTO 13 MM",UN,"0,0860870",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,39443,"PARAFUSO DRY WALL, EM ACO ZINCADO, CABECA LENTILHA E PONTA BROCA (LB), LARGURA 4,2 MM, COMPRIMENTO 13 MM",UN,"0,1126087",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,39746,"CHUMBADOR DE ACO, 1"" X 600 MM, PARA POSTES DE ACO COM BASE, INCLUSO PORCA E ARRUELA",UN,"120,8478261",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,39997,"PORCA ZINCADA, SEXTAVADA, DIAMETRO 1/4""",UN,"0,1413043",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,40547,"PARAFUSO ZINCADO, AUTOBROCANTE, FLANGEADO, 4,2 MM X 19 MM",CENTO,"12,6262626",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,40549,"PARAFUSO, COMUM, ASTM A307, SEXTAVADO, DIAMETRO 1/2"" (12,7 MM), COMPRIMENTO 1"" (25,4 MM)",CENTO,"85,6782107",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,40552,"PARAFUSO, AUTO ATARRACHANTE, CABECA CHATA, FENDA SIMPLES, 1/4 (6,35 MM) X 25 MM",CENTO,"21,6450216",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4329,40839,"PARAFUSO, ASTM A307 - GRAU A, SEXTAVADO, ZINCADO, DIAMETRO 3/8"" (9,52 MM), COMPRIMENTO 1 "" (25,4 MM)",CENTO,"52,3088023",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4375,4374,BUCHA DE NYLON SEM ABA S10,UN,"3,7025928",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4375,4375,BUCHA DE NYLON SEM ABA S6,UN,,REPRESENTATIVO,MATERIAL,NACIONAL CAIXA
4375,4376,BUCHA DE NYLON SEM ABA S8,UN,"1,9529006",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4375,7568,"BUCHA DE NYLON SEM ABA S10, COM PARAFUSO DE 6,10 X 65 MM EM ACO ZINCADO COM ROSCA SOBERBA, CABECA CHATA E FENDA PHILLIPS",UN,"6,1458932",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4375,7583,"BUCHA DE NYLON SEM ABA S8, COM PARAFUSO DE 4,80 X 50 MM EM ACO ZINCADO COM ROSCA SOBERBA, CABECA CHATA E FENDA PHILLIPS",UN,"4,1929925",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4375,7584,"BUCHA DE NYLON SEM ABA S12, COM PARAFUSO DE 5/16"" X 80 MM EM ACO ZINCADO COM ROSCA SOBERBA E CABECA SEXTAVADA",UN,"9,3624354",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4375,11945,BUCHA DE NYLON SEM ABA S4,UN,"0,6117174",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4375,11946,BUCHA DE NYLON SEM ABA S5,UN,"0,6947731",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4375,11950,"BUCHA DE NYLON SEM ABA S6, COM PARAFUSO DE 4,20 X 40 MM EM ACO ZINCADO COM ROSCA SOBERBA, CABECA CHATA E FENDA PHILLIPS",UN,"2,0677771",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4396,4396,"PASTILHA CERAMICA/PORCELANA, REVEST INT/EXT E  PISCINA, CORES BRANCA OU FRIAS, *2,5 X 2,5* CM",M2,,REPRESENTATIVO,MATERIAL,NACIONAL CAIXA
4396,4397,"PASTILHA CERAMICA/PORCELANA, REVEST INT/EXT E  PISCINA, CORES QUENTES, *2,5 X 2,5* CM",M2,"1,6216216",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4396,36881,"PASTILHA CERAMICA/PORCELANA, REVEST INT/EXT E  PISCINA, CORES FRIAS *5 X 5* CM",M2,"0,8936170",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4396,36882,"PASTILHA CERAMICA/PORCELANA, REVEST INT/EXT E  PISCINA, CORES QUENTES *5 X 5* CM",M2,"1,0425532",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4430,3990,"TABUA APARELHADA *2,5 X 25* CM, EM MACARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO",M,"1,7188694",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4430,3992,"TABUA APARELHADA *2,5 X 30* CM, EM MACARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO",M,"2,3204736",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4430,3993,"TABUA APARELHADA *2,5 X 15* CM, EM MACARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO",M2,"1,3701299",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4430,4400,"CAIBRO NAO APARELHADO,  *6 X 8* CM,  EM MACARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO -  BRUTA",M,"1,5916730",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4430,4408,"RIPA NAO APARELHADA,  *1,5 X 5* CM, EM MACARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO -  BRUTA",M,"0,1906035",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4430,4412,"RIPA NAO APARELHADA  *1 X 3* CM, EM MACARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO - BRUTA",M,"0,1527884",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4430,4415,"SARRAFO NAO APARELHADO 2,5 X 5 CM, EM MACARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO -  BRUTA",M,"0,3781513",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4430,4417,"SARRAFO NAO APARELHADO *2,5 X 7* CM, EM MACARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO -  BRUTA",M,"0,5443086",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4430,4425,"VIGA NAO APARELHADA  *6 X 12* CM, EM MACARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO - BRUTA",M,"2,1153552",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4430,4430,"CAIBRO NAO APARELHADO *5 X 6* CM, EM MACARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO -  BRUTA",M,,REPRESENTATIVO,MATERIAL,NACIONAL CAIXA
4430,4433,"CAIBRO NAO APARELHADO  *7,5 X 7,5* CM, EM MACARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO -  BRUTA",M,"1,9556914",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4430,4437,"PRANCHAO NAO APARELHADO  *7,5 X 23* CM, EM MACARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO - BRUTA",M,"6,8754775",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4430,4460,"SARRAFO NAO APARELHADO *2,5 X 10* CM, EM MACARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO -  BRUTA",M,"0,7058824",REPRESENTADO,MATERIAL,NACIONAL CAIXA
4430,4465,"PRANCHA NAO APARELHADA  *6 X 25* CM, EM MACARANDUBA, ANGELIM OU EQUIVALENTE DA REGIAO -  BRUTA",M,"3,3124523",REPRESENTADO,MATERIAL,NACIONAL CAIXA
